strain	date	PPX_accession	PPX_accession__url	INSDC_accession	INSDC_accession__url	dataUseTerms	dataUseTerms__url	region	country	clades	old_nomenclature	insertion	author	accession	division
USA/PP_004F75H.1/2020-03	2020-03-01 (2020-03-01 - 2020-03-28)	PP_004F75H.1	https://pathoplexus.org/seq/PP_004F75H.1	PV796892.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796892.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F75H	Pittsburgh
USA/PP_004F6C4.1/2019-04	2019-04-30 (2019-04-04 - 2019-04-30)	PP_004F6C4.1	https://pathoplexus.org/seq/PP_004F6C4.1	PV796865.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796865.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F6C4	Pittsburgh
USA/PP_004F9FV.1/2019-05	2019-05-01 (2019-05-01 - 2019-05-28)	PP_004F9FV.1	https://pathoplexus.org/seq/PP_004F9FV.1	PV796970.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796970.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9FV	Pittsburgh
USA/PP_002K16E.1/2020-03-29	2020-03-29	PP_002K16E.1	https://pathoplexus.org/seq/PP_002K16E.1	PP947631.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947631.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K16E	Washington
USA/PP_002K0RA.1/2019-03-13	2019-03-13	PP_002K0RA.1	https://pathoplexus.org/seq/PP_002K0RA.1	PP947616.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947616.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0RA	Washington
USA/PP_002K07D.1/2019-05-12	2019-05-12	PP_002K07D.1	https://pathoplexus.org/seq/PP_002K07D.1	PP947598.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947598.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K07D	Washington
USA/PP_002K0V2.1/2019-01-07	2019-01-07	PP_002K0V2.1	https://pathoplexus.org/seq/PP_002K0V2.1	PP947620.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947620.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0V2	Washington
USA/PP_002K2C1.1/2019-01-20	2019-01-20	PP_002K2C1.1	https://pathoplexus.org/seq/PP_002K2C1.1	PP947671.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947671.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K2C1	Washington
USA/PP_004F7D1.1/2017-02	2017-02-01 (2017-02-01 - 2017-02-25)	PP_004F7D1.1	https://pathoplexus.org/seq/PP_004F7D1.1	PV796900.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796900.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7D1	Pittsburgh
USA/PP_0049KJQ.1/2019-01-24	2019-01-24	PP_0049KJQ.1	https://pathoplexus.org/seq/PP_0049KJQ.1	PX444111.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444111.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049KJQ	
USA/PP_004F63N.1/2019-03	2019-03-01 (2019-03-01 - 2019-03-27)	PP_004F63N.1	https://pathoplexus.org/seq/PP_004F63N.1	PV796856.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796856.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F63N	Pittsburgh
USA/PP_004F8U3.1/2019-01	2019-01-31 (2019-01-05 - 2019-01-31)	PP_004F8U3.1	https://pathoplexus.org/seq/PP_004F8U3.1	PV796949.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796949.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F8U3	Pittsburgh
USA/PP_004F9GT.1/2019-05	2019-05-31 (2019-05-05 - 2019-05-31)	PP_004F9GT.1	https://pathoplexus.org/seq/PP_004F9GT.1	PV796971.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796971.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9GT	Pittsburgh
USA/PP_004F8WZ.1/2019-02	2019-02-25 (2019-02-01 - 2019-02-28)	PP_004F8WZ.1	https://pathoplexus.org/seq/PP_004F8WZ.1	PV796951.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796951.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F8WZ	Pittsburgh
USA/PP_004F9B3.1/2019-04	2019-04-01 (2019-04-01 - 2019-04-26)	PP_004F9B3.1	https://pathoplexus.org/seq/PP_004F9B3.1	PV796966.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796966.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9B3	Pittsburgh
China/PP_002JPUH.1/2023-08	2023-08-01 (2023-08-01 - 2023-08-28)	PP_002JPUH.1	https://pathoplexus.org/seq/PP_002JPUH.1	PP315925.1	https://www.ncbi.nlm.nih.gov/nuccore/PP315925.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Guo, L.; Liang, Y.; Li, M.; Tan, L.; Mao, Y.	PP_002JPUH	
China/PP_004820C.1/2015-03-10	2015-03-10	PP_004820C.1	https://pathoplexus.org/seq/PP_004820C.1	PV218007.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218007.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_004820C	Beijing
China/PP_0047YR1.1/2015-01-26	2015-01-26	PP_0047YR1.1	https://pathoplexus.org/seq/PP_0047YR1.1	PV217896.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217896.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YR1	Beijing
China/PP_0047Y2E.1/2015-02-04	2015-02-04	PP_0047Y2E.1	https://pathoplexus.org/seq/PP_0047Y2E.1	PV217873.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217873.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047Y2E	Beijing
China/PP_00480QZ.1/2015-02-27	2015-02-27	PP_00480QZ.1	https://pathoplexus.org/seq/PP_00480QZ.1	PV217963.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217963.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00480QZ	Beijing
China/PP_0047ZKC.1/2019-01-22	2019-01-22	PP_0047ZKC.1	https://pathoplexus.org/seq/PP_0047ZKC.1	PV217924.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217924.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047ZKC	Beijing
USA/PP_004F6B6.1/2019-04	2019-04-30 (2019-04-04 - 2019-04-30)	PP_004F6B6.1	https://pathoplexus.org/seq/PP_004F6B6.1	PV796864.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796864.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F6B6	Pittsburgh
USA/PP_004F94H.1/2019-04	2019-04-01 (2019-04-01 - 2019-04-27)	PP_004F94H.1	https://pathoplexus.org/seq/PP_004F94H.1	PV796959.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796959.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F94H	Pittsburgh
USA/PP_004F6D2.1/2019-04	2019-04-01 (2019-04-01 - 2019-04-27)	PP_004F6D2.1	https://pathoplexus.org/seq/PP_004F6D2.1	PV796866.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796866.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F6D2	Pittsburgh
USA/PP_004F64L.1/2019-03	2019-03-01 (2019-03-01 - 2019-03-27)	PP_004F64L.1	https://pathoplexus.org/seq/PP_004F64L.1	PV796857.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796857.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F64L	Pittsburgh
USA/PP_004F9NE.1/2019-07	2019-07-31 (2019-07-05 - 2019-07-31)	PP_004F9NE.1	https://pathoplexus.org/seq/PP_004F9NE.1	PV796977.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796977.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9NE	Pittsburgh
USA/PP_004F58D.1/2018-03	2018-03-11 (2018-03-01 - 2018-03-31)	PP_004F58D.1	https://pathoplexus.org/seq/PP_004F58D.1	PV796827.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796827.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F58D	Pittsburgh
China/PP_0047YDS.1/2018-04-26	2018-04-26	PP_0047YDS.1	https://pathoplexus.org/seq/PP_0047YDS.1	PV217884.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217884.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YDS	Beijing
China/PP_0047YEQ.1/2018-05-01	2018-05-01	PP_0047YEQ.1	https://pathoplexus.org/seq/PP_0047YEQ.1	PV217885.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217885.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YEQ	Beijing
USA/PP_002K099.1/2019-05-13	2019-05-13	PP_002K099.1	https://pathoplexus.org/seq/PP_002K099.1	PP947600.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947600.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K099	Washington
China/PP_002GS7U.1/2017-04-20	2017-04-20	PP_002GS7U.1	https://pathoplexus.org/seq/PP_002GS7U.1	MN745085.1	https://www.ncbi.nlm.nih.gov/nuccore/MN745085.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wang, C.; Xie, Z.; Wei, T.; Yao, L.; Guo, J.; Ma, F.; Wang, H.; Zheng, L.	PP_002GS7U	
China/PP_0047YM9.1/2018-07-11	2018-07-11	PP_0047YM9.1	https://pathoplexus.org/seq/PP_0047YM9.1	PV217892.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217892.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YM9	Beijing
China/PP_0047YP5.1/2018-08-22	2018-08-22	PP_0047YP5.1	https://pathoplexus.org/seq/PP_0047YP5.1	PV217894.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217894.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YP5	Beijing
China/PP_0047Y90.1/2018-04-09	2018-04-09	PP_0047Y90.1	https://pathoplexus.org/seq/PP_0047Y90.1	PV217880.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217880.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047Y90	Beijing
USA/PP_004F41U.1/2017-02	2017-02-28 (2017-02-04 - 2017-02-28)	PP_004F41U.1	https://pathoplexus.org/seq/PP_004F41U.1	PV796786.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796786.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F41U	Pittsburgh
Australia/PP_002JGN2.2/2018-07-02	2018-07-02	PP_002JGN2.2	https://pathoplexus.org/seq/PP_002JGN2.2	OP904133.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904133.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JGN2	
Australia/PP_002JGQY.2/2018-07-01	2018-07-01	PP_002JGQY.2	https://pathoplexus.org/seq/PP_002JGQY.2	OP904135.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904135.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JGQY	
USA/PP_004F4SB.1/2018-01	2018-01-01 (2018-01-01 - 2018-01-28)	PP_004F4SB.1	https://pathoplexus.org/seq/PP_004F4SB.1	PV796811.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796811.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F4SB	Pittsburgh
USA/PP_002K93C.1/2020-01-25	2020-01-25	PP_002K93C.1	https://pathoplexus.org/seq/PP_002K93C.1	PQ634950.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ634950.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Furlong, J.; Kim, H. G.; Greninger, A.	PP_002K93C	Washington
USA/PP_004F9A5.1/2019-04	2019-04-30 (2019-04-04 - 2019-04-30)	PP_004F9A5.1	https://pathoplexus.org/seq/PP_004F9A5.1	PV796965.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796965.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9A5	Pittsburgh
USA/PP_004F6RB.1/2019-11	2019-11-01 (2019-11-01 - 2019-11-26)	PP_004F6RB.1	https://pathoplexus.org/seq/PP_004F6RB.1	PV796878.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796878.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F6RB	Pittsburgh
USA/PP_004F9QA.1/2019-11	2019-11-28 (2019-11-01 - 2019-11-30)	PP_004F9QA.1	https://pathoplexus.org/seq/PP_004F9QA.1	PV796979.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796979.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9QA	Pittsburgh
USA/PP_004F9R8.1/2019-12	2019-12-07 (2019-12-01 - 2019-12-31)	PP_004F9R8.1	https://pathoplexus.org/seq/PP_004F9R8.1	PV796980.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796980.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9R8	Pittsburgh
China/PP_00486AN.1/2016-11-24	2016-11-24	PP_00486AN.1	https://pathoplexus.org/seq/PP_00486AN.1	PV218153.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218153.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00486AN	Beijing
China/PP_00486H7.1/2017-01-29	2017-01-29	PP_00486H7.1	https://pathoplexus.org/seq/PP_00486H7.1	PV218160.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218160.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00486H7	Beijing
China/PP_002HCVU.1/2018-06	2018-06-01 (2018-06-01 - 2018-06-27)	PP_002HCVU.1	https://pathoplexus.org/seq/PP_002HCVU.1	MZ851795.1	https://www.ncbi.nlm.nih.gov/nuccore/MZ851795.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002HCVU	
China/PP_002JCDR.1/2018-05	2018-05-31 (2018-05-04 - 2018-05-31)	PP_002JCDR.1	https://pathoplexus.org/seq/PP_002JCDR.1	OP345076.1	https://www.ncbi.nlm.nih.gov/nuccore/OP345076.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCDR	
China/PP_0047Y58.1/2018-04-01	2018-04-01	PP_0047Y58.1	https://pathoplexus.org/seq/PP_0047Y58.1	PV217876.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217876.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047Y58	Beijing
China/PP_0047YLB.1/2018-07-03	2018-07-03	PP_0047YLB.1	https://pathoplexus.org/seq/PP_0047YLB.1	PV217891.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217891.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YLB	Beijing
China/PP_0047YYM.1/2018-12-11	2018-12-11	PP_0047YYM.1	https://pathoplexus.org/seq/PP_0047YYM.1	PV217903.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217903.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YYM	Beijing
China/PP_0047YUV.1/2018-11-13	2018-11-13	PP_0047YUV.1	https://pathoplexus.org/seq/PP_0047YUV.1	PV217899.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217899.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YUV	Beijing
China/PP_0047YVT.1/2018-11-16	2018-11-16	PP_0047YVT.1	https://pathoplexus.org/seq/PP_0047YVT.1	PV217900.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217900.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047YVT	Beijing
China/PP_00480HD.1/2022-05-12	2022-05-12	PP_00480HD.1	https://pathoplexus.org/seq/PP_00480HD.1	PV217956.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217956.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00480HD	Beijing
USA/PP_002K3HP.1/2024-01-12	2024-01-12	PP_002K3HP.1	https://pathoplexus.org/seq/PP_002K3HP.1	PQ117898.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ117898.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Rothstein, A. P.; Qiu, X.; Collins, S.; Muir, G.; Simas, A.; Sum, A.; Lu, B.; Cosca, B.; Girinathan, B.; Leeson, P.; Philipson, C. W.; Simen, B.	PP_002K3HP	California
